[
StockUnit{open=11.0193, high=11.02, low=10.97, close=10.99, adjustedClose=0.0, volume=5913.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:59:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.03, high=11.03, low=10.98, close=11.01, adjustedClose=0.0, volume=7033.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:58:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.04, high=11.04, low=10.98, close=11.03, adjustedClose=0.0, volume=3067.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:57:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=10.98, high=11.04, low=10.98, close=11.03, adjustedClose=0.0, volume=3279.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:56:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.04, low=11.0, close=11.03, adjustedClose=0.0, volume=2202.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:55:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.02, low=10.99, close=11.0, adjustedClose=0.0, volume=9264.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:54:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.01, high=11.02, low=11.0, close=11.0, adjustedClose=0.0, volume=1111.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:53:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.01, low=11.0, close=11.01, adjustedClose=0.0, volume=1065.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:52:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.01, high=11.01, low=11.0, close=11.01, adjustedClose=0.0, volume=7309.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:51:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.0099, low=11.0, close=11.0, adjustedClose=0.0, volume=207.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:50:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0191, high=11.02, low=11.0, close=11.0005, adjustedClose=0.0, volume=1577.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:49:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.02, low=11.0, close=11.01, adjustedClose=0.0, volume=3338.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:48:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0, high=11.02, low=11.0, close=11.0, adjustedClose=0.0, volume=1339.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:47:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.01, high=11.01, low=11.0, close=11.0003, adjustedClose=0.0, volume=1275.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:46:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.02, high=11.02, low=11.01, close=11.01, adjustedClose=0.0, volume=1007.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:45:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.0194, high=11.02, low=11.01, close=11.01, adjustedClose=0.0, volume=191.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:44:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=11.03, high=11.03, low=11.01, close=11.0195, adjustedClose=0.0, volume=2309.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-09 19:43:00, symbol=null, percentageChange=0.0, target=0}, 
