[
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=173528.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 19:00:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=285.1947, high=285.1947, low=285.1947, close=285.1947, adjustedClose=0.0, volume=4.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:39:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=173528.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:30:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=897.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:29:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=1.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:15:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=285.2, high=285.5, low=285.13, close=285.49, adjustedClose=0.0, volume=272.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:14:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=173528.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:10:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=254.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:05:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=285.11, close=286.1, adjustedClose=0.0, volume=1347.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:04:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=258.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:03:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=4111.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:02:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.1, high=286.1, low=286.1, close=286.1, adjustedClose=0.0, volume=22489.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:01:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=286.2, high=286.24, low=286.1, close=286.1, adjustedClose=0.0, volume=372176.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:00:00, symbol=null, percentageChange=0.0, target=0}, 
