[
StockUnit{open=39.01, high=39.01, low=39.01, close=39.01, adjustedClose=0.0, volume=2.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 19:48:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=1688527.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 19:00:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.4, high=39.4, low=39.4, close=39.4, adjustedClose=0.0, volume=1.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:56:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=1688527.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:30:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.22, high=39.43, low=39.22, close=39.4, adjustedClose=0.0, volume=800.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:16:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.22, high=39.22, low=39.22, close=39.22, adjustedClose=0.0, volume=5.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 17:48:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.45, high=39.45, low=39.21, close=39.21, adjustedClose=0.0, volume=2.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 17:15:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.95, high=39.95, low=39.95, close=39.95, adjustedClose=0.0, volume=9.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 17:12:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.0, high=39.0, low=39.0, close=39.0, adjustedClose=0.0, volume=500.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:39:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=40.07, high=40.07, low=40.07, close=40.07, adjustedClose=0.0, volume=12.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:20:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.0, high=39.0, low=39.0, close=39.0, adjustedClose=0.0, volume=29.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:18:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=1.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:15:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.01, high=39.03, low=39.01, close=39.01, adjustedClose=0.0, volume=2338.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:14:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.0, close=39.0, adjustedClose=0.0, volume=1688529.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:10:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.7118, high=39.7118, low=39.7118, close=39.7118, adjustedClose=0.0, volume=47.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:08:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=10308.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:07:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=6969.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:04:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=28.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:03:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=25519.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:02:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.28, high=39.28, low=39.28, close=39.28, adjustedClose=0.0, volume=140286.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:01:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.29, high=39.29, low=39.28, close=39.28, adjustedClose=0.0, volume=3451844.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:00:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.31, high=39.32, low=39.26, close=39.29, adjustedClose=0.0, volume=220698.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:59:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.31, high=39.34, low=39.3, close=39.305, adjustedClose=0.0, volume=157638.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:58:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.285, high=39.32, low=39.285, close=39.305, adjustedClose=0.0, volume=77610.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:57:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.245, high=39.3, low=39.245, close=39.29, adjustedClose=0.0, volume=84636.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:56:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.27, high=39.27, low=39.215, close=39.24, adjustedClose=0.0, volume=96281.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:55:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.255, high=39.285, low=39.245, close=39.27, adjustedClose=0.0, volume=64370.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:54:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.2837, high=39.29, low=39.25, close=39.255, adjustedClose=0.0, volume=43171.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:53:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.3, high=39.3, low=39.275, close=39.28, adjustedClose=0.0, volume=38798.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:52:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.27, high=39.315, low=39.265, close=39.305, adjustedClose=0.0, volume=119091.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:51:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.32, high=39.325, low=39.265, close=39.265, adjustedClose=0.0, volume=42123.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:50:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.345, high=39.35, low=39.31, close=39.325, adjustedClose=0.0, volume=29377.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:49:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.3499, high=39.355, low=39.34, close=39.345, adjustedClose=0.0, volume=17912.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:48:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=39.33, high=39.355, low=39.325, close=39.35, adjustedClose=0.0, volume=25795.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:47:00, symbol=null, percentageChange=0.0, target=0}, 
