[
StockUnit{open=16.95, high=16.95, low=16.95, close=16.95, adjustedClose=0.0, volume=245301.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 19:00:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.99, high=16.99, low=16.98, close=16.98, adjustedClose=0.0, volume=899.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:51:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.95, high=16.95, low=16.95, close=16.95, adjustedClose=0.0, volume=245301.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 18:30:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.95, high=16.95, low=16.95, close=16.95, adjustedClose=0.0, volume=10146.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:34:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.95, high=16.95, low=16.95, close=16.95, adjustedClose=0.0, volume=245301.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:10:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.95, high=16.95, low=16.95, close=16.95, adjustedClose=0.0, volume=7.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:04:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.96, high=16.96, low=16.95, close=16.95, adjustedClose=0.0, volume=512074.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 16:00:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.0, high=17.0, low=16.96, close=16.96, adjustedClose=0.0, volume=147208.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:59:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=16.995, high=17.0, low=16.99, close=16.995, adjustedClose=0.0, volume=41208.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:58:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.01, high=17.01, low=16.99, close=16.9999, adjustedClose=0.0, volume=93761.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:57:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.005, high=17.01, low=17.0, close=17.01, adjustedClose=0.0, volume=34974.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:56:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.01, high=17.01, low=17.0, close=17.005, adjustedClose=0.0, volume=27384.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:55:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.005, high=17.01, low=17.0, close=17.01, adjustedClose=0.0, volume=49365.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:54:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.005, high=17.01, low=17.0, close=17.0, adjustedClose=0.0, volume=15561.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:53:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.0, high=17.01, low=17.0, close=17.005, adjustedClose=0.0, volume=14918.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:52:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.0, high=17.005, low=17.0, close=17.005, adjustedClose=0.0, volume=9479.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:51:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.01, high=17.02, low=17.0, close=17.0, adjustedClose=0.0, volume=25145.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:50:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.01, high=17.015, low=17.005, close=17.01, adjustedClose=0.0, volume=28466.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:49:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.025, high=17.03, low=17.01, close=17.01, adjustedClose=0.0, volume=26692.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:48:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.025, high=17.03, low=17.02, close=17.025, adjustedClose=0.0, volume=7588.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:47:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.025, high=17.03, low=17.02, close=17.02, adjustedClose=0.0, volume=10167.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:46:00, symbol=null, percentageChange=0.0, target=0}, 
StockUnit{open=17.04, high=17.04, low=17.02, close=17.025, adjustedClose=0.0, volume=44153.0, dividendAmount=0.0, splitCoefficient=0.0, date=2025-05-23 15:45:00, symbol=null, percentageChange=0.0, target=0}, 
